"address","zip_code","num_bed","num_bath","home_area","price"
"2670 W Kearny Ln, La Habra",90631,4,2,2374,1125000
"1436 W Player Ave, La Habra",90631,5,4,3661,1920000
"1381 W Harrison Ave, La Habra",90631,4,3,2722,1430000
"1920 S Watson St, La Habra",90631,4,3,2722,1630000
"2001 S Armour Ct, La Habra",90631,4,3,2912,1700000
"1960 S Mangrum Ct, La Habra",90631,4,4,3572,1730000
"2160 W Snead St, La Habra",90631,4,4,3434,1570000
"2121 W Snead St, La Habra",90631,5,4,3489,1750000
"1821 W Cooper Ct, La Habra",90631,4,3,2773,1539000
"636 N Hazel St, La Habra",90631,3,2,1720,790000
"636 W Heather Ave, La Habra",90631,3,2,1100,925000
"640 W Erna Ave, La Habra",90631,2,1,907,675000
"309 W La Habra Blvd, La Habra",90631,2,1,1021,570000
"123 W Erna Ave, La Habra",90631,4,2,1597,720000
"521 Jocelyn Dr, La Habra",90631,3,2,1237,705000
"224 E 1st Ave, La Habra",90631,6,5,2648,950000
"501 E 2nd Ave, La Habra",90631,2,1,827,570000
"910 E Francis Ave, La Habra",90631,3,2,1250,752000
"909 E Rose Ave, La Habra",90631,3,1,949,720000
"905 E Francis Ave E, La Habra",90631,3,2,1098,730000
"617 Ward, La Habra",90631,2,1,720,506000
"609 S Ward Ave, La Habra",90631,3,1,1029,633000
"601 N Harbor Blvd, La Habra",90631,2,1,835,650000
"611 Lemon St, La Habra",90631,3,2,1653,815000
"600 E Pinehurst Ave, La Habra",90631,3,1,1329,620000
"540 Chestnut St, La Habra",90631,3,1,1153,688000
"561 Clifton St, La Habra",90631,3,2,1123,720000
"560 Clifton St, La Habra",90631,3,2,1120,770000
"410 N Marian St, La Habra",90631,3,1,1027,755000
"841 W Heather Ave, La Habra",90631,2,1,826,715000
"150 N Lydia St, La Habra",90631,4,2,1884,795000
"131 E Greenwood Ave, La Habra",90631,3,2,1354,725000
"130 E Greenwood Ave, La Habra",90631,3,2,1210,805
"120 E Rose Ave, La Habra",90631,3,1,1460,650000
"310 E Greenwood Ave, La Habra",90631,4,2,2087,825000
"120 E Pinehurst Ave, La Habra",90631,3,1,1328,810000
"721 BURCH Way, La Habra",90631,3,3,1354,660000
"520 W Saint Andrews Ave, La Habra",90631,4,2,2137,1162500
"219 Kensington Ln, La Habra",90631,3,2,1691,750000
"1251 Lynwood St, La Habra",90631,4,2,1637,750000
"1231 Ironwood St, La Habra",90631,4,3,2177,895000
"1331 Ironwood St, La Habra",90631,4,2,2215,1020000
"621 Parkwood, La Habra",90631,4,2,1949,875000
"841 Hampshire Ln, La Habra",90631,2,1,1082,590000
"801 Hampshire Ln, La Habra",90631,4,2,1520,645000
"1408 Devonshire Ln, La Habra",90631,2,1,1082,610000
"241 E Avenida Santa Elena, La Habra",90631,3,2,1980,975000
"120 Terraza San Angelo, La Habra",90631,5,3,3028,1420000
"361 Avenida Santa Domingo, La Habra",90631,5,3,2577,1232000
"201 Alpine St, La Habra",90631,2,1,879,550000
"300 S Fonda St, La Habra",90631,3,1,1014,695000
"316 S Colfax St, La Habra",90631,3,2,993,650000
"307 S Hillcrest St, La Habra",90631,2,1,976,709000
"230 Chinchilla St, La Habra",90631,3,1,1162,770000
"340 Chinchilla St, La Habra",90631,3,1,1124,705
"221 Chinchilla St, La Habra",90631,4,2,1371,820000
"251 Chinchilla St, La Habra",90631,3,1,1149,743000
"321 Chinchilla St, La Habra",90631,3,1,1149,585000
"331 Chinchilla St, La Habra",90631,3,1,1124,640000
"509 S Euclid St, La Habra",90631,2,2,1123,505
"301 S Marian St, La Habra",90631,3,1,940,690000
"210 S College St, La Habra",90631,2,1,876,640000
"510 La Serna Ave, La Habra",90631,4,2,1616,815000
"1541 Sierra Vista Dr, La Habra",90631,4,3,2521,1500000
"1421 Kirby Dr, La Habra",90631,3,2,1636,1180000
"1331 N Palm St, La Habra",90631,3,2,1766,905000
"1941 Jennie Ln, La Habra",90631,3,3,2233,980000
"1811 Waltham Way, La Habra",90631,3,2,1618,815000
"901 Nantucket St, La Habra",90631,4,2,1932,795000
"901 Verona St, La Habra",90631,4,2,1552,925000
"831 Verona St, La Habra",90631,4,2,1769,876000
"1030 N Cypress St, La Habra",90631,4,3,2579,1230000
"821 E Erna Ave, La Habra",90631,2,1,1096,620500
"125 N College St, La Habra",90631,2,1,1007,635000
"1720 Arbolita Dr, La Habra",90631,4,3,2774,955000
"1760 Arbolita Dr, La Habra",90631,4,3,2860,1300000
"1541 Brookdale Ave, La Habra",90631,3,2,2012,930000
"1051 Concourse St, La Habra",90631,3,2,1343,775000
"1421 Essex Dr, La Habra",90631,3,2,1250,650000
"731 N Fonda St, La Habra",90631,3,2,2450,1057000
"620 N Colfax St, La Habra",90631,3,2,1552,775000
"560 N Dexter St, La Habra",90631,3,2,1262,745000
"611 Juanita St, La Habra",90631,3,2,1242,720000
"1910 E Francis Ave, La Habra",90631,5,3,2172,1011000
"2231 Vaquero Ave, La Habra",90631,3,2,1097,810000
"450 Palermo Way, La Habra",90631,4,2,1581,830000
"500 Palermo Way, La Habra",90631,3,2,1568,750000
"2100 E Whittier Blvd, La Habra",90631,4,2,1281,775000
"2141 Topaz Ave S, La Habra",90631,4,2,1281,815000
"630 Palermo Way, La Habra",90631,4,2,1281,755000
"410 N Palm St, La Habra",90631,3,2,1205,660000
"2130 Muir Way, La Habra",90631,3,2,1945,810000
"2130 E Stearns Ave, La Habra",90631,3,2,1500,695000
"2140 E Stearns Ave, La Habra",90631,3,2,1647,871124
"2301 Walling Ave, La Habra",90631,3,2,1546,870000
"120 N Holgate St, La Habra",90631,3,2,1272,705
"1800 E Stearns Ave, La Habra",90631,4,2,1426,833000
"1951 Hodson Ave, La Habra",90631,3,2,1428,715000
"421 Vallejo St, La Habra",90631,3,2,1582,711500
"330 Juanita St, La Habra",90631,3,2,1102,725000
"310 North Colfax St, La Habra",90631,3,2,1210,780000
"431 N Dexter St, La Habra",90631,3,2,1210,805
"1056 S Idaho St #31, La Habra",90631,2,2,886,410000
"311 N Mcpherson St, La Habra",90631,2,1,806,630000
"1172 N Idaho St, La Habra",90631,4,2,2620,1020000
"1152 Picaacho Dr, La Habra Heights",90631,5,7,4751,1860000
"1914 West Rd, La Habra Heights",90631,3,2,1553,920000
"1471 Cloister Dr, La Habra Heights",90631,5,4,3016,1400000
"1530 Bonnie Jean Ln, La Habra Heights",90631,4,2,2184,1250000
"1214 West Rd, La Habra Heights",90631,5,4,3097,1512000
"525 Vista Del Llano Dr, La Habra Heights",90631,4,3,2793,1100000
"2273 Canonita Dr, La Habra Heights",90631,3,3,1897,950000
"1965 Subtropic Dr, La Habra Heights",90631,3,2,2125,999999
"920 Encanada Dr, La Habra Heights",90631,5,3,2835,1450000
"2029 Las Palomas Dr, La Habra Heights",90631,4,4,2668,1313000
"674 Picaacho Dr, La Habra Heights",90631,4,2,1969,855000
"540 West Rd, La Habra Heights",90631,3,3,2536,925000
"1455 Subtropic Dr, La Habra Heights",90631,5,4,4086,1715000
"351 Skycrest Rd, La Habra Heights",90631,3,2,2229,850000
"590 E Avocado Crest Rd, La Habra Heights",90631,3,2,1986,999000
"824 Dorothea Rd, La Habra Heights",90631,4,4,3589,1725000
"1400 Mayapan, La Habra Heights",90631,6,5,6823,1980000
"1445 Darlene Dr, La Habra Heights",90631,5,4,3931,1738000
"1298 Hiatt, La Habra Heights",90631,4,3,2551,1350000
"1274 N Walnut St, La Habra Heights",90631,3,3,2597,1910000
"1625 Sierra Vista Dr, La Habra Heights",90631,4,2,2307,1080000
"1655 Agave Ave, La Habra Heights",90631,4,2,2479,1200000
"1285 Antoinette Dr, La Habra Heights",90631,4,3,2588,1045000
"118 Janine Dr, La Habra Heights",90631,3,2,1546,770000
"182 Janine Dr, La Habra Heights",90631,3,2,1997,1075000
"105 Madelena Dr, La Habra Heights",90631,3,2,1955,965000
"185 Madelena Dr, La Habra Heights",90631,3,3,1954,1230000
"1212 Sunbird Ave, La Habra Heights",90631,4,3,2835,1226000
"1216 Citrus St, La Habra Heights",90631,3,3,1972,975000
"2034 Ahuacate Rd, La Habra Heights",90631,5,5,3101,1564000
"927 E Avocado Crest Rd, La Habra Heights",90631,5,6,5600,2450000
"1029 E Avocado Crest Rd, La Habra Heights",90631,3,2,2031,1330000
"183 Leucadia Rd, La Habra Heights",90631,3,2,2039,1070000
"341 Leucadia Rd, La Habra Heights",90631,3,2,2074,1800000
"152 Leucadia, La Habra Heights",90631,4,3,3609,1460000
"172 Leucadia Rd, La Habra Heights",90631,4,3,3268,1525000
"167 Canada Sombre Rd, La Habra Heights",90631,4,3,3000,1215000
"511 Reposado Dr, La Habra Heights",90631,3,3,2310,1249888
"363 Canada Sombre Rd, La Habra Heights",90631,3,2,2252,1070888
"1800 Virazon Dr, La Habra Heights",90631,3,2,2476,1283700
"2364 Las Palomas Dr, La Habra Heights",90631,4,3,3084,970000
"2485 Lupin Hill Rd, La Habra Heights",90631,5,4,3690,1105000
"2325 El Empino Dr, La Habra Heights",90631,4,3,2907,1525000
"1446 Airoso Rd, La Habra Heights",90631,3,2,1527,960000
"2112 E Skyline Dr, La Habra Heights",90631,3,2,1906,965000
"2021 Coban Rd, La Habra Heights",90631,3,2,1748,950000
"2341 Valle Dr, La Habra Heights",90631,4,3,2670,1200000
"1283 Dorothea Rd, La Habra Heights",90631,4,4,3010,1500000
"1693 Benik Rd, La Habra Heights",90631,5,4,5140,1825000
"1540 Coban Rd, La Habra Heights",90631,3,2,2759,1587000
"1508 Coban Rd, La Habra Heights",90631,3,5,5452,1600000
"1631 Coban Rd, La Habra Heights",90631,2,2,1470,825000
"1745 Chota Rd, La Habra Heights",90631,3,4,3207,2030000
"1500 N Harbor Blvd, La Habra Heights",90631,6,5,5518,2250000
"2126 Choral Dr, La Habra Heights",90631,4,2,2281,1460000
"2148 Choral Dr, La Habra Heights",90631,3,3,1973,1235000
"2182 Choral Dr, La Habra Heights",90631,4,3,2579,1390000
"2190 Choral Dr, La Habra Heights",90631,5,4,3425,1491000
"1221 Pine Edge Dr, La Habra Heights",90631,3,2,2069,1130000
"1866 Kashlan, La Habra Heights",90631,3,2,1772,950000
"1300 Popenoe Rd, La Habra Heights",90631,5,3,2921,1420000
"1340 Mayapan Rd, La Habra Heights",90631,3,2,1932,1220000
"1210 Encinas Dr, La Habra Heights",90631,4,3,3636,1680000
"1407 Peppertree Dr, La Habra Heights",90631,5,3,3000,1407000
"2040 Ahuacate Rd, La Habra Heights",90631,4,3,3615,1485000
"520 S Primrose St, La Habra",90631,4,3,2893,1160000
"1321 W Dahlia St, La Habra",90631,5,4,3308,1300000
"1209 Hiatt St, La Habra Heights",90631,5,7,6675,2650000
"396 S Seville Ct, La Habra",90631,3,2,1812,730000
"1177 E Avocado Crest Rd, La Habra Heights",90631,4,4,4600,1550000
"1363 Kashlan Rd, La Habra Heights",90631,4,3,1768,772000
"1323 Kashlan Rd, La Habra Heights",90631,4,3,2139,1270000
"1444 Dorothea Rd, La Habra Heights",90631,5,6,5881,2200000
"2165 Vista Rd, La Habra Heights",90631,3,2,2370,1150000
"2423 Vista Rd, La Habra Heights",90631,4,2,2046,1400000
"2246 Vista Rd, La Habra Heights",90631,4,3,2486,959000
"1235 Pine Edge Dr, La Habra Heights",90631,4,3,2280,935000
"165 Flowerfield Ln, La Habra Heights",90631,5,4,4204,1620000
"135 Flowerfield Ln, La Habra Heights",90631,4,3,4001,1700000
"1442 Peppertree Dr, La Habra Heights",90631,5,4,5075,2330000
"1311 W Marigold Ave, La Habra",90631,4,3,2893,1080000
"730-E Avocado Crst, La Habra Heights",90631,4,4,4244,1300000
"106 E Santona Ct, La Habra",90631,4,3,2287,990000
"1750 Laguna Dr, La Habra",90631,3,2,1274,740000
"1341 Greenview Dr, La Habra",90631,3,2,1588,810000
"1350 N Euclid St, La Habra",90631,4,2,874,1410000
"1448 N Cypress St, La Habra Heights",90631,4,5,4149,1210000
"1340 Launer Dr, La Habra",90631,4,2,2132,1015000
"541 Martinez Dr, La Habra",90631,3,2,1160,625000
"650 Buena Vista Ave, La Habra",90631,3,2,1162,805
"2041 S Watson St, La Habra",90631,5,4,3211,1680000
"1371 Ironwood St, La Habra",90631,4,3,1941,905
"1381 Ironwood St, La Habra",90631,4,2,2406,968000
"261 Avenida Santa Catalina, La Habra",90631,5,3,3010,1175000
"620 E Brenda Ln, La Habra",90631,3,2,1695,905
"1606 Nabal Rd, La Habra Heights",90631,4,3,3407,1015000
"1777 Chota Rd, La Habra Heights",90631,3,3,2252,715000
"1440 Bella Vista Dr, La Habra Heights",90631,5,4,4255,355000
"242 N Dillon St, Los Angeles",90026,4,2,1680,1200000
"336 N Reno St, Los Angeles",90026,2,1,1549,875000
"2722 Council St, Los Angeles",90026,3,1,1260,1020000
"2739 Hyans St, Silver Lake",90026,5,4,2292,1460000
"326 N La Fayette Park Pl, Los Angeles",90026,3,1,1279,990000
"420 N Benton Way, Los Angeles",90026,3,2,1415,1150000
"130 N Carondelet St, Los Angeles",90026,2,1,1385,975000
"460 Rosemont Ave, Los Angeles",90026,3,2,1176,655000
"204 N Union Ave, Los Angeles",90026,6,3,4494,1650000
"1526 Rockwood St, Los Angeles",90026,1,1,880,695000
"145 N Toluca St, Los Angeles",90026,2,1,840,325000
"410 Firmin St, Los Angeles",90026,3,1,672,475000
"647 Imogen Ave, Los Angeles",90026,4,3,1654,1930000
"700 Lucile Ave, Los Angeles",90026,12,10,6842,1375000
"729 Maltman Ave, Los Angeles",90026,3,2,1723,1690000
"701 Micheltorena St, Los Angeles",90026,3,2,1557,1871360
"3514 London St, Silver Lake",90026,2,1,1118,750000
"3310 London St, Los Angeles",90026,3,2,1152,1227000
"637 Robinson St, Los Angeles",90026,3,2,1665,1435000
"701 N Vendome St, Los Angeles",90026,3,1,1458,1075000
"636 N Vendome St, Los Angeles",90026,2,2,1185,1700000
"617 Parkman Ave, Los Angeles",90026,2,2,1244,1850000
"627 N Vendome St, Silver Lake",90026,4,3,1956,1350000
"3023 London St, Los Angeles",90026,3,2,1400,1249000
"3108 Bellevue Ave, Silver Lake",90026,3,3,1296,1349000
"426 N Reno St, Silver Lake",90026,4,4,1861,1090000
"886 N La Fayette Park Pl, Los Angeles",90026,4,3,2690,3225000
"746 N La Fayette Park Pl, Los Angeles",90026,3,2,2181,2060001
"2815 Bellevue Ave, Los Angeles",90026,3,3,1430,1326000
"640 N Occidental Blvd, Los Angeles",90026,3,2,1344,1914000
"2523 Bellevue Ave, Los Angeles",90026,3,2,976,875000
"2619 Kent St, Los Angeles",90026,3,4,2216,1375000
"2627 Kent St, Silver Lake",90026,2,1,1200,725000
"1001 N Rampart Blvd, Los Angeles",90026,3,2,1510,1210000
"1022 N Rampart Blvd, Los Angeles",90026,2,3,1290,1600000
"2411 W Sunset Blvd, Los Angeles",90026,2,1,1184,1246000
"1108 Coronado Ter, Los Angeles",90026,3,3,2094,2126000
"2320 Reservoir St, Los Angeles",90026,3,2,1601,2475000
"1010 N Coronado St, Los Angeles",90026,3,2,2240,1750000
"820 Merwin St, Los Angeles",90026,3,2,1312,1129000
"1831 Silent Era Dr, Los Angeles",90026,2,3,1307,940000
"916 N Bonnie Brae St, Los Angeles",90026,3,2,1176,920000
"1518 Lake Shore Ave, Los Angeles",90026,2,1,910,901000
"966 Maltman Ave, Los Angeles",90026,2,1,1762,1550000
"1607 N Benton Way, Los Angeles",90026,3,2,1816,1375000
"2203 Rosey Way, Los Angeles",90026,3,4,1624,1272000
"3651 Crestmont Ave, Silver Lake",90026,4,3,2363,1338888
"817 Coronado Ter, Los Angeles",90026,4,3,2396,1750000
"805 Coronado Ter, Los Angeles",90026,2,2,1364,1787000
"719 Rosemont Ave, Los Angeles",90026,3,2,1405,1300000
"836 Waterloo St, Los Angeles",90026,2,1,1110,1225000
"810 Coronado Ter, Los Angeles",90026,3,2,1678,1494000
"2217 Marathon St, Los Angeles",90026,2,2,1038,990000
"1126 Mohawk St, Los Angeles",90026,5,5,4518,2050000
"2150 Marathon St, Los Angeles",90026,2,1,952,1405000
"2147 Clinton St, Los Angeles",90026,3,2,1320,1280000
"2151 Clinton St, Los Angeles",90026,3,1,1795,1300000
"2152 Clinton St, Los Angeles",90026,3,2,1107,837000
"1901 Santa Ynez St, Los Angeles",90026,2,2,1160,905
"903 Glendale Blvd, Los Angeles",90026,3,2,1321,1200000
"1741 Kent St, Los Angeles",90026,6,2,NA,1514000
"812 N Alvarado St, Echo Park",90026,2,1,1236,905
"1114 Echo Park Ave, Los Angeles",90026,3,2,1200,1450000
"1456 W Sunset Blvd, Los Angeles",90026,4,2,2139,1525350
"1419 Allison Ave, Los Angeles",90026,3,2,1288,1650000
"1442 W Sunset Blvd, Los Angeles",90026,6,3,2090,1265000
"1506 Allison Ave, Los Angeles",90026,2,1,811,845000
"813 Laveta Ter, Los Angeles",90026,2,1,935,1138250
"1097 W Kensington Rd, Los Angeles",90026,2,2,1227,1450000
"630 Laveta Ter, Los Angeles",90026,2,2,787,1154000
"1452 Ridge Way, Los Angeles",90026,4,3,2996,2825000
"1441 Ridge Way, Los Angeles",90026,3,2,1520,988888
"1019 W Edgeware Rd, Los Angeles",90026,2,2,1420,1600000
"1347 Bellevue Ave, Los Angeles",90026,3,2,1291,966000
"1340 Carroll Ave, Los Angeles",90026,5,1,3168,1125000
"865 E Kensington Rd, Los Angeles",90026,3,2,2643,1993000
"731 E Kensington Rd, Los Angeles",90026,4,2,2654,2100000
"1346 Sutherland St, Silver Lake",90026,4,2,2054,1175000
"1216 Lilac Pl, Los Angeles",90026,3,3,2080,1575000
"1031 Everett St, Los Angeles",90026,3,2,1700,1300000
"951 Marview Ave, Los Angeles",90012,3,2,1563,1655000
"2344 Vista Gordo Dr, Los Angeles",90026,3,2,1973,2300000
"2327 Vista Gordo Dr, Los Angeles",90026,3,2,1664,2030000
"1452 Cerro Gordo St, Los Angeles",90026,2,1,892,2245000
"1474 Avon Park Ter, Echo Park",90026,4,2,1504,1345000
"2157 Park Dr, Los Angeles",90026,2,2,1352,1725000
"1802 Effie St, Los Angeles",90026,3,2,1500,999000
"1603 Lemoyne St, Los Angeles",90026,2,1,760,950000
"1625 Lemoyne St, Los Angeles",90026,2,1,844,905000
"1906 Berkeley Ave, Los Angeles",90026,3,2,1192,1070000
"1816 Scott Ave, Los Angeles",90026,2,2,1084,1200000
"1625 Montana St, Los Angeles",90026,2,1,1218,1150000
"1353 Laveta, Echo Park",90026,3,3,2909,2200000
"1484 Scott Ave, Los Angeles",90026,2,1,822,1210000
"1310 Laveta Ter, Los Angeles",90026,3,3,2021,1250000
"1970 Avalon St, Los Angeles",90039,2,1,780,106
"2111 Lemoyne St, Los Angeles",90026,4,3,3336,3075000
"1886 Lake Shore Ave, Los Angeles",90026,2,1,847,1494750
"1856 Lake Shore Ave, Los Angeles",90026,2,1,1063,1320000
"1842 Lake Shore Ave, Los Angeles",90026,2,1,772,949000
"1953 Vestal Ave, Los Angeles",90026,2,1,1044,1200000
"1947 Vestal Ave, Los Angeles",90026,2,2,1556,1362000
"1908 Lemoyne St, Los Angeles",90026,4,3,2722,2875000
"1932 Vestal Ave, Los Angeles",90026,2,1,662,975000
"2016 Vestal Ave, Los Angeles",90026,2,2,1082,1310000
"2117 Vestal Ave, Los Angeles",90026,2,1,1326,1250000
"1611 Armitage St, Los Angeles",90026,2,1,711,838000
"1621 Armitage St, Los Angeles",90026,3,2,1680,1290000
"1843 Echo Park Ave, Los Angeles",90026,3,3,1693,1605000
"1852 Preston Ave, Los Angeles",90026,3,1,1006,1150000
"1881 Morton Ave, Los Angeles",90026,3,2,1620,1365000
"1523 Morton Ter, Los Angeles",90026,1,1,576,950000
"1519 Morton Ter, Los Angeles",90026,2,1,620,826500
"1722 Ashmore Pl, Los Angeles",90026,2,2,759,1600000
"1556 Avalon St, Los Angeles",90026,2,2,928,1150000
"1900 Echo Park Ave, Los Angeles",90026,3,2,1345,540000
"2147 Princeton Ave, Los Angeles",90026,3,1,1260,1300000
"2118 Echo Park Ave, Los Angeles",90026,2,2,1336,1635000
"2162 Echo Park Ave, Los Angeles",90026,3,2,1592,1500000
"2127 Valentine St, Los Angeles",90026,3,1,1473,1748000
"2216 Clifford St, Los Angeles",90026,3,1,1452,1245000
"2242 Branden St, Los Angeles",90026,3,2,920,1068000
"2234 Aaron St, Los Angeles",90026,2,1,602,955000
"1627 Glendale Blvd, Los Angeles",90026,2,1,860,620000
"1616 Allesandro St, Los Angeles",90026,2,1,944,875000
"1654 Waterloo St, Los Angeles",90026,5,4,3215,3800000
"2419 Berkeley Ave, Los Angeles",90026,3,3,1593,2215000
"1643 N Coronado St, Los Angeles",90026,3,3,2044,2150000
"1621 Mccollum Pl, Los Angeles",90026,3,3,1614,1650000
"1630 N Benton Way, Los Angeles",90026,2,2,1704,1510000
"1636 Angelus Ave, Los Angeles",90026,3,3,2501,2427500
"1627 Angelus Ave, Los Angeles",90026,5,3,2135,2255000
"1602 Silverwood Ter, Los Angeles",90026,4,3,2752,2600000
"1806 Silverwood, Los Angeles",90026,5,4,3969,306
"1749 Silverwood Ter, Los Angeles",90026,3,1,2140,1915000
"1719 N Easterly Ter, Los Angeles",90026,2,3,1328,1607719
"1721 Mccollum St, Los Angeles",90026,4,2,2496,2900000
"1530 Allesandro St, Los Angeles",90026,3,2,1428,1300000
"2227 Scott Ave, Echo Park",90026,3,1,1350,1280000
"1505 Mohawk St, Los Angeles",90026,3,1,1184,725000
"2527 Scott Ave, Los Angeles",90026,3,2,1392,1895000
"1504 N Benton Way, Los Angeles",90026,3,2,1606,1210000
"1516 Angelus Ave, Los Angeles",90026,2,2,1239,1800000
"1503 N Benton Way, Los Angeles",90026,5,4,3018,2151000
"1533 Silverwood Ter, Los Angeles",90026,2,2,1679,1950000
"1603 Silverwood Ter, Los Angeles",90026,4,3,2952,2257000
"2811 Scott Pl, Los Angeles",90026,2,2,884,106
"1329 Angelus Ave, Los Angeles",90026,4,4,2832,1965691
"1325 Angelus Ave, Los Angeles",90026,3,2,1815,1495000
"1337 N Benton Way, Los Angeles",90026,3,4,2013,1865000
"1321 N Benton Way, Los Angeles",90026,4,3,2310,2595000
"1320 Angelus Ave, Los Angeles",90026,3,2,1655,2125000
"1355 Mccollum St, Los Angeles",90026,2,2,1144,1300000
"1347 Mccollum St, Los Angeles",90026,2,2,1344,1660000
"1323 Mccollum St, Los Angeles",90026,3,1,1228,1125000
"1301 Mccollum St, Silver Lake",90026,4,3,2256,1985000
"1300 Mccollum St, Los Angeles",90026,4,2,1901,1972000
"1350 Mccollum St, Los Angeles",90026,2,1,936,1188540
"1426 Mccollum St, Silver Lake",90026,3,3,1593,1630000
"1435 N Coronado St, Los Angeles",90026,4,4,2972,2700018
"1419 N Coronado St, Los Angeles",90026,3,2,1679,1465000
"1400 N Coronado St, Los Angeles",90026,3,2,1756,1900000
"1439 Coronado Ter, Los Angeles",90026,3,2,1146,1520000
"1306 N Coronado St, Los Angeles",90026,2,2,1094,1500000
"2417 Reservoir St, Silver Lake",90026,3,1,1212,1190202
"1426 Coronado Ter, Los Angeles",90026,2,2,1599,1320000
"1342 E Coronado Ter, Los Angeles",90026,3,1,904,1150000
"1437 Mohawk St, Los Angeles",90026,3,2,1600,1720000
"2215 Reservoir St, Los Angeles",90026,2,1,816,1026000
"3325 Hamilton Way, Silver Lake",90026,4,2,2140,1640000
"1564 Murray Cir, Los Angeles",90026,3,2,1830,2318000
"1550 Elevado St, Los Angeles",90026,5,4,2711,3298556
"3111 Hamilton Way, Los Angeles",90026,3,3,2260,1820000
"1539 Elevado St, Los Angeles",90026,4,2,1378,1400000
"1460 Elevado St, Los Angeles",90026,4,3,1789,1950000
"1451 Westerly Ter, Los Angeles",90026,2,3,1478,1505000
"1514 Elevado St, Los Angeles",90026,5,3,2482,2352000
"1522 Elevado St, Los Angeles",90026,3,3,2093,1950000
"3040 Berkeley Ave, Los Angeles",90026,2,1,948,1491000
"1642 Redesdale Ave, Los Angeles",90026,3,3,1735,1605000
"1620 Redcliff St, Los Angeles",90026,2,1,1307,1850000
"3210 Effie St, Los Angeles",90026,3,2,1510,2028000
"1667 Rotary Dr, Los Angeles",90026,3,3,1820,2100000
"1632 N Dillon St, Los Angeles",90026,2,2,1850,2020000
"1681 Redesdale Ave, Los Angeles",90026,2,2,1089,1500000
"1515 Rendall Pl, Los Angeles",90026,2,2,872,1265000
"1405 N Occidental Blvd, Los Angeles",90026,2,2,1186,1250000
"1459 N Occidental Blvd, Los Angeles",90026,2,2,1398,1349000
"1474 Silver Blvd, Los Angeles",90026,4,3,1557,1600000
"1423 Elevado St, Los Angeles",90026,3,2,1916,2300000
"3308 Hamilton Way, Los Angeles",90026,4,2,NA,1495000
"3300 Larissa Dr, Los Angeles",90026,3,2,1795,1535000
"3313 Descanso Dr, Los Angeles",90026,4,4,2866,2503313
"3309 Descanso Dr, Los Angeles",90026,2,1,939,1190000
"3380 Descanso Dr, Los Angeles",90026,3,2,1648,1760000
"834 Micheltorena St, Los Angeles",90026,3,2,1743,2405000
"840 Micheltorena St, Los Angeles",90026,2,1,1560,1647000
"808 Robinson St, Los Angeles",90026,3,2,1123,1550000
"3324 Descanso Dr, Los Angeles",90026,3,2,2167,1998000
"3312 Descanso Dr, Los Angeles",90026,5,4,3491,2575000
"946 N Vendome St, Los Angeles",90026,2,1,799,930000
"914 N Vendome St, Los Angeles",90026,2,2,1458,1835000
"846 Silver Lake Blvd, Los Angeles",90026,2,2,1250,1310000
"843 Maltman Ave, Los Angeles",90026,1,1,640,976500
"927 Maltman Ave, Los Angeles",90026,2,2,2076,2150000
"841 Kodak Dr, Los Angeles",90026,3,2,2928,1995000
"851 Tularosa Dr, Los Angeles",90026,3,3,1783,1880000
"912 Kodak Dr, Los Angeles",90026,2,1,1175,1150000
"1321 Maltman Ave, Los Angeles",90026,3,4,2275,2660000
"1372 1/2 Edgecliffe Dr, Los Angeles",90026,3,2,1688,1349000
"3409 Winslow Dr, Los Angeles",90026,3,2,1865,1663000
"3439 Winslow Dr, Los Angeles",90026,5,4,2258,2020000
"1743 Griffith Park Blvd, Silver Lake",90026,2,1,960,1119000
"1735 Lucile Ave, Los Angeles",90026,3,3,2310,1595000
"1726 Lucile Ave, Los Angeles",90026,3,3,2331,2867000
"3634 Carnation Ave, Los Angeles",90026,4,2,4088,4325000
"3633 Effie St, Los Angeles",90026,2,2,909,1317000
"1635 Maltman Ave, Los Angeles",90026,2,2,1450,1647000
"1606 Golden Gate Ave, Los Angeles",90026,3,2,2034,1600000
"1807 Micheltorena St, Los Angeles",90026,3,2,1342,2280000
"3207 Windsor Ave, Los Angeles",90039,4,3,1992,2519000
"1933 Redcliff St, Los Angeles",90039,5,5,5194,5766700
"1926 Micheltorena St, Los Angeles",90039,3,4,2294,2500000
"1800 Micheltorena St, Los Angeles",90026,3,2,1443,1655000
"1801 Redcliff St, Los Angeles",90026,3,2,1701,1960000
"1743 N Dillon St, Los Angeles",90026,4,2,2613,2510000
"3036 Castle St, Los Angeles",90039,3,3,2892,3218000
"3200 Windsor Ave, Los Angeles",90039,2,2,1533,2500000
"1865 Webster Ave, Silver Lake",90026,2,2,1290,1380000
"1814 Webster Ave, Los Angeles",90026,2,2,1358,2127000
"1817 Rotary Dr, Los Angeles",90026,2,2,1250,1775000
"1850 San Jacinto St, Los Angeles",90026,6,5,3218,2420000
"1740 N Dillon St, Los Angeles",90026,2,3,1785,2188000
"1774 Rotary Dr, Los Angeles",90026,2,1,1344,1277750
"1756 Rotary Dr, Los Angeles",90026,3,3,2193,2150000
"1761 W Silver Dr, Los Angeles",90026,2,2,1979,2455300
"1728 Westerly Ter, Los Angeles",90026,2,2,1257,1495000
"1846 Westerly Ter, Los Angeles",90026,2,1,1408,1760000
