"address","zip_code","num_bed","num_bath","home_area","price"
"39813 Cll Carona Green Valley",91390,1,1,668,859000
"17766 Lakespring Avenue Palmdale",93591,3,3,1944,409999
"5776 Atlas Way Palmdale",93552,6,3,2736,630000
"20601 Peaceful Woods Drive Diamond Bar",91789,4,4,3095,1855888
"6107 Meredith Avenue Palmdale",93552,3,3,2289,530000
"9654 Woodford Street Pico Rivera",90660,3,1,1024,730000
"3040 South Betsy Street West Covina",91792,4,2,1312,711000
"41219 47th Street West Quartz Hill",93536,4,3,2040,585000
"2408 Baltic Avenue Long Beach",90810,2,1,848,599900
"1140 Indian Summer Avenue La Puente",91744,8,4,2550,1350000
"36063 Valley Springs Road Palmdale",93550,3,2,2842,795000
"5414 Shannon Valley Road Acton",93510,3,1,1525,899500
"19878 East Lorencita Drive Covina",91724,5,6,5593,2648000
"30738 Rue De La Pierre Rancho Palos Verdes",90275,5,3,2560,1900000
"9918 Bogue Street Temple City",91780,4,2,1815,1430000
"145 Rivo Alto Canal Long Beach",90803,4,3,2740,4750000
"1163 East E Avenue Palmdale",93550,3,1,1112,419900
"23924 Highland Valley Road Diamond Bar",91765,4,2,2204,1149999
"33105 Santiago Road, Unit 72 Acton",93510,4,2,1792,479000
"43721 Heaton Avenue Lancaster",93534,3,2,1260,399000
"1163 Ave R-2 E Palmdale Ca East Palmdale",93550,3,1,1112,419900
"2728 Grand Avenue Huntington Park",90255,3,1,1206,750000
"35257 85th Street East Littlerock",93543,2,1,848,369950
"1142 Paloma Drive Arcadia",91007,3,2,2411,2150000
"27359 Dialogue Way Valencia",91381,5,5,3942,1674995
"4568 West Ave M14 Quartz Hill",93536,3,2,2788,745000
"758 North Ellen Drive West Covina",91790,7,4,2454,1288888
"24155 West Corte La Lluvia Valencia",91354,4,4,3685,1733995
"2414 Hayes Avenue Long Beach",90810,3,2,1602,720000
"4632 Escondido Acton Ca Acton",93510,2,3,1704,1750000
"29408 Via Destello Valencia Ca Valencia",91354,2,2,2347,879990
"5529 East Sorrento Drive Long Beach",90803,4,3,3290,4995000
"4330 West Avenue K12 Quartz Hill",93536,5,4,3515,699900
"10048 Downey & Sanford Bridge Road Downey",90240,5,6,5450,2899999
"38550 Lilacview Avenue Palmdale",93550,3,1,1000,445900
"1553 East 102nd Street Los Angeles",90002,2,2,1463,650000
"8113 Newcastle Drive Whittier",90605,5,5,4730,2299888
"10305 Yukon Avenue South Inglewood",90303,2,1,756,749999
"440 East Soledad Pass Road Palmdale",93550,3,2,1488,770000
"1460 North Indian Hill Boulevard Claremont",91711,3,2,1228,748500
"43827 61st Street West Lancaster",93536,4,3,2660,632896
"29628 Corte Brea Valencia Ca Valencia",91354,3,3,2336,1084990
"27377 Dialogue Way Valencia",91381,5,5,3942,1699995
"85 Rivo Alto Canal Long Beach",90803,4,3,2363,3995000
"4520 Bannister Avenue El Monte",91732,4,2,1412,775888
"33105 Santiago Road, Unit 70 Acton",93510,3,2,1417,435000
"2411 Doolittle Avenue Arcadia",91006,4,4,5206,3280000
"24109 West Corte Arana Valencia",91354,4,4,3377,1708995
"43818 61st Street Lancaster",93536,3,2,1750,545616
"735 Hampton Road Arcadia",91006,5,6,7864,5880000
"36742 James Place Palmdale",93550,3,3,2225,589999
"5634 Naples Canal Long Beach",90803,3,3,2369,4185000
"34182 Bouquet Canyon Road, Unit 62 Santa Clarita",91390,2,2,1160,265000
"46404 Kings Canyon Road Lancaster",93536,5,3,2496,645000
"18028 Paradise Drive Pearblossom",93553,4,3,1900,575000
"2405 East Hatchway Street Compton",90222,3,2,1308,651000
"312 East Camino Real Avenue Arcadia",91006,5,6,6055,4180000
"726 Bronco Way Walnut",91789,4,3,1974,1498800
"752 Valparaiso Drive Claremont",91711,4,3,4494,2500000
"3339 E Avenue South Palmdale",93550,4,2,1936,700000
"49155 3 Points Road Lake Hughes",93532,3,2,1283,3510000
"3638 Grand Avenue Claremont",91711,6,5,5573,1888000
"38611 Easton Street Palmdale",93552,4,3,2149,675000
"38628 Jacklin Avenue Palmdale",93550,3,2,983,399888
"38327 Armstrong Drive Palmdale",93552,5,2,2987,575000
"17825 Joshua Grove Avenue Palmdale",93591,3,2,1872,415000
"1730 North Willowbrook Avenue Compton",90222,2,1,455,349000
"578 Conifer Drive Palmdale",93550,5,2,1705,589900
"37727 Park Forest Court Palmdale",93552,4,3,1871,525000
"1243 West Ave J-11 Lancaster",93534,3,2,1316,429999
"3182 Mockingbird Knoll La Verne",91750,5,4,3999,1599000
"2162 East Knopf Street Compton",90222,3,1,930,615000
"14138 Dillerdale Street La Puente",91746,4,2,1433,740000
"1876 East Cypress Street Covina",91724,4,3,2520,995000
"37451 Park Forest Court Palmdale",93552,3,3,1807,499900
"1522 Allgeyer Avenue El Monte",91733,3,1,1032,710000
"7244 Bequette Avenue Pico Rivera",90660,2,1,1386,725000
"3112 Caminito Lane Palmdale",93550,4,3,2923,559550
"1353 Eagle-Butte Acton",93551,5,4,3542,1239000
"1425 E Road La Habra Heights",90631,4,3,2151,1148000
"32828 El Sastre Road Acton",93510,4,3,2788,1040000
"4141 Melody Street La Verne",91750,3,2,2056,1196158
"1446 Turning Bend Drive Claremont",91711,4,2,2286,1139000
"245 West Foothill Boulevard Arcadia",91006,6,7,9010,5990000
"1539 Rodeo Road Arcadia",91006,7,9,10977,8680000
"1130 West Orange Grove Avenue Arcadia",91006,6,6,9593,8980000
"930 Fallen Leaf Road Arcadia",91006,6,8,10022,10060000
"23731 Forest View Court Valencia",91354,2,2,1693,825000
"43212 Cottage Lane Lancaster",93536,3,2,1809,509990
"2216 Cantaria Avenue Rowland Heights",91748,3,2,1171,820000
"1855 Stratford Street Lancaster",93534,4,2,2162,499000
"14606 Flintstone Drive Lake Hughes",93532,3,2,2800,575000
"33 East Las Flores Avenue Arcadia",91006,6,8,7108,3999888
"44341 Dusky Willow Street Lancaster",93536,3,2,1945,515000
"11561 Soledad Canyon Road Agua Dulce",91390,3,2,1152,799900
"220 West 101st Street Los Angeles",90003,2,2,796,550000
"45015 Denmore Avenue Lancaster",93535,3,2,1419,469900
"2227 Clanfield Street Acton",93510,5,2,3756,1025000
"2128 El Cajonita Drive La Habra Heights",90631,4,3,3288,1425000
"39822 San Francisquito Canyon Road Green Valley",91390,3,3,1384,579000
"37561 Rockie Lane Palmdale",93552,4,3,3193,620000
"3429 Grand Avenue Claremont",91711,6,6,8030,5280000
"3595 Grand Avenue Claremont",91711,6,6,7554,2888000
"46837 Pine Meadow Road Lake Hughes",93532,5,4,3068,699000
"845 Colt Lane Walnut",91789,5,5,5576,2650000
"430 West Fig Street Compton",90222,2,1,628,470000
"354 Chestnut Avenue, Unit 27 Long Beach",90802,0,1,350,225000
"34848 Wild Hare Road Acton",93510,4,3,2784,699000
"4336 Peck Road El Monte",91732,3,1,1381,1050000
"36059 Golden State Highway Castaic",91384,9,5,10010,4999000
"37612 Ruby Red Lane Palmdale",93551,4,3,2815,574900
"24055 Corte La Valencia",91354,5,4,3920,1399990
"8620 Pearblossom Highway Littlerock",93543,1,1,830,450000
"18087 Newview Drive Lake Hughes",93532,4,3,2118,858000
"1100 Lago Lindo Road Palmdale",93551,3,2,2554,350000
"21945 Fort Tejon Road Llano",93544,4,2,2990,499990
"38252 Pioneer Drive Palmdale",93552,5,3,2987,575000
"6601 Ardmore Court Palmdale",93552,4,3,2660,689000
"2151 Aquinas Avenue Claremont",91711,4,2,2145,1198888
"4117 Amalfi Drive Palmdale",93552,3,3,2700,559000
"20079 Northcliff Drive Canyon Country",91351,2,2,1050,262000
"1244 West 107th Street Los Angeles",90044,2,1,1052,499000
"20008 Crest View Drive Canyon Country",91351,2,2,1080,269900
"217 West Norman Avenue Arcadia",91007,4,3,2521,2368000
"10525 South 5th Avenue Inglewood",90303,3,3,1957,900000
"38063 Wesley Court Palmdale",93552,4,3,1670,480000
"38465 Frontier Avenue Palmdale",93550,3,1,916,369900
"5853 Monterey Place Palmdale",93552,4,3,2600,555000
"29768 Camino La Valencia",91354,5,4,4108,1414990
"38702 Allegro Court Palmdale",93552,8,6,4101,899870
"13631 Foster Avenue Baldwin Park",91706,3,1,916,899000
"40510 179th Street East Lake Los Angeles",93535,3,1,1000,365000
"3816 Sonora Way Palmdale",93550,4,2,1498,459900
"4238 Ave J7 Lancaster",93536,4,2,2257,549900
"12356 Ave V-10 Pearblossom",93553,1,1,556,250000
"5234 Plateau Road Palmdale",93552,5,2,2756,546999
"4847 Fratus Drive Temple City",91780,3,1,1149,828000
"2845 Ladyfern Lane Palmdale",93551,4,3,2842,639999
"1338 Golden Coast Lane Rowland Heights",91748,5,4,3793,1558000
"1298 San Bernardino Avenue Pomona",91767,6,3,2217,748000
"40017 San Francisquito Canyon Road Green Valley",91390,4,2,2736,1199000
"13627 Foster Avenue Baldwin Park",91706,2,1,866,899000
"3507 Springview Way Palmdale",93551,4,2,2001,609950
"47411 90th Street West Lancaster",93536,3,2,1765,560000
"13122 South Largo Avenue Compton",90222,3,2,1121,445000
"2737 Del Mar Avenue Rosemead",91770,2,2,1111,989000
"27520 Trail Ridge Road Canyon Country",91387,2,1,900,995000
"15160 E Avenue South Llano",93544,2,2,1208,350000
"15160 E Avenue Llano",93544,2,2,1208,350000
"10604 Hickory Street Los Angeles",90002,6,3,2280,749888
"4330 Avenue L-2 W Lancaster Ca West Lancaster",93536,4,4,3515,699900
"2059 Top Circle Lancaster",93536,3,2,1725,498900
"1712 Manor Circle Pomona",91766,3,1,1558,699900
"17548 Trail North Lake Hughes",93532,3,0,308,195000
"10606 Hallwood Drive Temple City",91780,3,2,1553,1164888
"47867 80th Street West Lancaster",93536,4,4,2576,660000
"37448 Rockie Lane Palmdale",93552,3,2,1494,429900
"26510 Ranch Creek Road Santa Clarita",91387,4,5,4999,2499000
"31707 Indian Oak Road Acton",93510,4,3,2312,939000
"10038 Downey & Sanford Bridge Road Downey",90240,4,7,5246,2850000
"20827 East Mesarica Road Covina",91724,8,6,5604,3500000
"44745 Lowtree Avenue Lancaster",93534,3,4,3586,649000
"40617 Harbour Town Court Palmdale",93551,4,3,2850,660000
"2705 Tulip Tree Lane South Rowland Heights",91748,4,3,2853,1499888
"2165 Cascade Way Rowland Heights",91748,7,5,6583,2980000
"570 Camino De Teodoro Walnut",91789,3,2,968,779900
"44420 Date Avenue Lancaster",93534,4,3,1753,550000
"43818 61st Street West Lancaster",93536,3,2,1740,545616
"3538 East Ave Q6 Palmdale",93550,4,2,2323,550000
"255 West W Avenue Lancaster",93534,3,1,1779,800000
"1075 West Road La Habra Heights",90631,7,6,11961,4380000
"1552 Ave H-5 Lancaster",93534,3,2,1791,470000
"2355 Wilma Avenue Commerce",90040,4,3,2210,775000
"4305 North Sunflower Avenue Covina",91724,7,6,5009,2999000
"37147 186th Street East Llano",93544,3,1,1040,375000
"38235 Armstrong Drive Palmdale",93552,5,2,2987,575000
"37326 Dalzell Street Palmdale",93550,3,2,1502,454500
"17036 Mitchell Drive Canyon Country",91387,3,2,1690,849000
"43808 27th Street East Lancaster",93535,3,2,1431,435000
"3525 Southview Court Palmdale",93550,3,2,1257,475000
"42550 65th Street West Lancaster",93536,4,2,1694,560000
"33857 Old Sierra Highway Acton",93510,4,3,2291,829000
"19602 Avenue S S Llano Ca South Llano",93544,4,3,1440,379900
"140 Lime Avenue, Unit 3 Long Beach",90802,1,1,448,315000
"836 Findlay Avenue Montebello",90640,3,1,1147,750000
"17050 Lancaster Road Lancaster",93536,5,4,3400,750000
"407 Oxford Drive Arcadia",91007,5,5,5307,3895000
"6031 West Avenue J 11 Lancaster",93536,3,2,1740,552645
"511 North Wilmington Avenue Compton",90220,1,1,1534,179900
"833 Findlay Avenue Montebello",90640,3,2,1568,924500
"37630 Persimmon Lane Palmdale",93551,4,2,2691,605000
"35 West Camino Real Avenue Arcadia",91007,5,4,4270,2590000
"5243 Cisero Drive Palmdale",93552,4,2,1712,558500
"13330 E Avenue West Pearblossom",93553,4,2,2136,699000
"13330 E Avenue Pearblossom",93553,4,2,2136,699000
"6034 West Ave J-11 Lancaster",93536,3,2,2082,568595
"43775 Lake Hughes Road Lake Hughes",93532,2,1,604,260000
"37545 Ebony Drive Palmdale",93551,4,3,2370,608000
"2104 West W Avenue Lancaster",93536,3,2,2028,610000
"25114 Orange Lane Canyon Country",91387,3,3,2216,840000
"175 West La Sierra Drive Arcadia",91007,6,7,8107,4890000
"2215 Moonshadows Ranch Road Palmdale",93550,2,1,1584,1200000
"37707 Segovia Way Palmdale",93552,4,3,3512,580000
"40948 Ridgegate Lane Palmdale",93551,4,3,3607,789888
"23411 Ridge Line Road Diamond Bar",91765,3,2,2196,1499000
"36745 James Place Palmdale",93550,3,3,2225,604990
"990 Rodeo Road Pomona",91766,5,3,2364,898000
"1500 Kashlan Road La Habra Heights",90631,4,3,2844,1688888
"20649 Ave Y Llano",93544,3,1,312,275000
"20649 East E Avenue Llano",93544,0,1,312,275000
"35870 Tierra Subida Avenue Palmdale",93551,4,2,3002,949900
"263 West Longden Avenue Arcadia",91007,5,5,9875,6500000
"6619 West Ave A 10 Lancaster",93536,3,2,2616,629995
"18580 W Avenue East Lancaster",93536,4,2,2712,637777
"355 West Lemon Avenue Arcadia",91007,6,9,9588,6280000
"37736 Lupine Street Palmdale",93552,3,2,1592,430000
"2034 Virazon Drive La Habra Heights",90631,4,3,3204,1500000
"6619 Avenue A10 W Lancaster Ca West Lancaster",93536,3,2,2616,629995
"19638 Three Oaks Lane Walnut",91789,5,4,4298,2580000
"40727 151st Street East Lake Los Angeles",93535,3,2,1134,360000
"126 West Lemon Avenue Arcadia",91007,5,6,7246,4251000
"765 Lewis Street Pomona",91768,3,2,1726,790000
"761 Lewis Street Pomona",91768,3,2,1726,770000
"763 Lewis Street Pomona",91768,3,2,1726,770000
"2758 El Nido Lane Lancaster",93535,3,2,1164,475000
"13138 South Oleander Avenue Compton",90222,2,1,860,520000
"1399 Weber Street Pomona",91768,5,2,1791,1900000
"42302 62nd Street West Quartz Hill",93536,3,2,1298,498870
"2112 Indian Creek Road Diamond Bar",91765,5,6,11163,7888888
"3903 Gilman Road El Monte",91732,2,1,1050,1188800
"44122 Radcliff Court Lancaster",93536,4,3,1863,534999
"42355 Highland Court Lancaster",93536,5,3,2690,614990
"1461 South Park Avenue Pomona",91766,4,2,1096,999900
"42417 Plains Drive Lancaster",93536,4,2,1662,549999
"436 Willapa Lane Diamond Bar",91765,3,2,1768,875000
"8728 West Dale Drive Lancaster",93536,4,3,2406,591990
"41037 34th Street West Palmdale",93551,3,2,1724,759000
"44112 Westridge Drive Lancaster",93536,4,2,2038,515000
"37842 Cluny Avenue Palmdale",93550,3,2,1248,415000
"1284 Prospect Drive Pomona",91766,3,2,2478,875000
"4668 Maine Avenue Baldwin Park",91706,2,1,712,1498000
"5762 Loma Avenue Temple City",91780,4,4,3515,2280000
"1028 West W Avenue Lancaster",93534,4,1,1408,399000
"1028 Avenue H6 W Lancaster Ca West Lancaster",93534,4,1,1408,399000
"3595 Santa Fe Avenue, Unit 302 Long Beach",90810,3,2,1512,745900
"6302 Agnes Avenue Temple City",91780,5,3,3041,1299000
"37450 Peachwood Place Palmdale",93551,4,3,2879,615000
"209 East Ave P4 Palmdale",93550,2,1,804,290000
"6114 Camellia Avenue Temple City",91780,5,4,2500,1750000
"44516 Camolin Lane Lancaster",93534,5,3,2830,599000
"5706 Northridge Drive Palmdale",93551,3,3,1977,599990
"44653 17th Street West Lancaster",93534,4,2,1990,534900
"3423 Racquet Lane Palmdale",93551,5,3,2944,655000
"6030 West Avenue J 11 Lancaster",93536,5,3,3045,653821
"638 West Ave J 9 Lancaster",93534,4,2,1168,449900
"44624 Calston Avenue Lancaster",93535,3,1,1481,440000
"40653 162nd Street East Lancaster",93535,3,2,1134,380000
"6030 West Ave J-11 Avenue Lancaster",93536,5,3,3040,653821
"1536 Evans Avenue Pomona",91766,4,2,2024,745000
"824 West Ashiya Road Montebello",90640,3,3,1875,840000
"2880 Water Course Drive Diamond Bar",91765,6,6,7326,5499000
"1151 West Mission Boulevard Pomona",91766,1,1,576,469000
"6109 West Avenue J-9 Avenue Lancaster",93536,4,2,2080,576091
"143 South Pintado Drive Diamond Bar",91765,4,1,1465,889000
"17915 Contador Drive Rowland Heights",91748,5,3,2578,1400000
"12044 Ranchito Street El Monte",91732,4,3,2100,1178888
"43727 Verella Court Lancaster",93536,4,2,2162,594900
"2038 West W Avenue Lancaster",93536,5,3,3244,649123
"33548 185th Street East Llano",93544,3,3,1880,399999
"2360 Oakleaf Canyon Road Walnut",91789,5,6,5219,2490000
"18665 Bellorita Street Rowland Heights",91748,3,2,1150,839000
"42050 Jenny Lane Lancaster",93536,4,3,2444,699000
"43611 Carefree Court Lancaster",93535,4,3,1966,479900
"1135 Regents Street Lancaster",93534,5,3,2068,488800
"5827 Oak Avenue Temple City",91780,5,3,2906,1699777
"222 North Rock River Drive Diamond Bar",91765,4,2,1538,865000
"42454 Valley Vista Drive Lancaster",93536,5,3,3190,650000
"818 West 130th Street Compton",90222,3,2,1767,775000
"8827 West Ave C 4 Lancaster",93536,4,3,10887,850000
"1253 East Gladstone Street Glendora",91740,4,2,1136,799999
"45025 13th Street West Lancaster",93534,4,2,1501,489900
"713 West Madison Avenue Montebello",90640,3,2,1231,748000
"1598 Long Beach Boulevard, Unit 302 Long Beach",90813,2,2,1300,595000
"2220 West Avenue K12 Lancaster",93536,3,2,1360,422500
"43521 Blossom Drive Lancaster",93536,4,3,3638,675000
"8646 West W Avenue Lancaster",93536,7,4,4175,775000
"26426 Cardinal Drive Canyon Country",91387,4,4,3114,1250000
"4005 Whistler Avenue El Monte",91732,2,1,1000,668000
"44344 23rd Street West Lancaster",93536,4,2,1246,418500
"645 Lakeview Drive Palmdale",93551,5,4,3917,1099000
"8747 East Ave. J Lancaster",93535,3,2,1712,415000
"45866 Picadilly Street Lancaster",93534,4,3,1636,449999
"44439 3rd Street East Lancaster",93535,3,2,1202,399000
"427 Sugar Loaf Drive Palmdale",93551,4,3,3880,1099000
"11937 Rio Hondo Parkway El Monte",91732,3,2,1910,999000
"43725 46th Street West Lancaster",93536,4,3,3646,699900
"42039 Pleasant View Drive Lancaster",93536,4,3,2294,560000
"43150 28th Street West Lancaster",93536,4,3,2185,670000
"1419 Shade Tree Place Walnut",91789,6,6,7200,5750000
"1717 East Ave R-3 Palmdale",93550,3,2,1536,485000
"8646 E4 Avenue West Lancaster",93534,7,4,4100,775000
"1570 Arnica Lane Lancaster",93535,3,3,2518,549000
"765 Ave H4 Lancaster",93534,3,2,1325,449900
"38968 Yucca Tree Street Palmdale",93551,2,1,1150,415000
"23728 Ridge Line Road Diamond Bar",91765,5,7,9300,7800000
"1223 East E Avenue Lancaster",93535,5,2,3342,580000
"35380 Cheseboro Road Palmdale",93552,4,3,2340,620000
"22588 Pacific Lane Diamond Bar",91765,5,7,11020,8280000
"15507 Saddleback Road Canyon Country",91387,4,3,4572,1669000
"3213 East Ave H10 Lancaster",93535,3,2,1836,450000
"41058 Carmel Road Palmdale",93551,4,3,2835,799000
"655 East E Avenue Lancaster",93535,3,2,1440,465000
"26644 Brooken Avenue Canyon Country",91387,8,8,8468,3100000
"5825 East Avenue East Lancaster",93535,7,3,2907,445000
"655 Ave J 4 E Lancaster Ca East Lancaster",93535,3,2,1440,465000
"44144 Acacia Street Lancaster",93535,4,2,1612,499000
"2659 Native Avenue Rowland Heights",91748,3,2,2316,1699000
"1586 Meserve Street Pomona",91766,4,3,1730,819000
"43206 147th Street East Lancaster",93535,3,1,1272,449000
"34342 47th Street East Palmdale",93552,2,1,816,385000
"26945 Brooken Avenue Canyon Country",91387,5,5,5729,1800000
"44131 3rd Street East Lancaster",93535,4,2,1687,429900
"26721 MacMillan Ranch Road Canyon Country",91387,5,5,5121,2799000
"44738 Rodin Avenue Lancaster",93535,3,2,1107,399000
"1939 Derringer Lane Diamond Bar",91765,7,5,5628,2490000
"1761 Pepperdale Drive Rowland Heights",91748,3,2,1304,999000
"2695 Shady Ridge Lane Diamond Bar",91765,6,9,10466,5550000
"3115 Club Rancho Drive Palmdale",93551,5,4,3495,714900
"2704 Steeplechase Lane Diamond Bar",91765,5,3,2946,2280000
"1832 South White Avenue Pomona",91766,8,5,2995,1338000
"1820 East Ave H-7 Lancaster",93535,5,3,2458,549000
"45405 Foxton Avenue Lancaster",93535,4,2,1488,449900
"43616 Emile Zola Street Lancaster",93535,5,4,2449,529900
"1551 West W Avenue Palmdale",93551,6,4,4298,859500
"40557 17th Street West Palmdale",93551,3,3,2690,825000
"2146 Jackman Street Lancaster",93535,4,3,2667,556395
"3063 East Ave J14 Lancaster",93535,4,2,2441,480000
"4569 Talento Way Palmdale",93551,3,2,2108,550000
"740 South Eleanor Street Pomona",91766,4,3,1660,749999
"2503 Donosa Drive Rowland Heights",91748,5,2,2241,1119000
"43409 Carpenter Drive Lancaster",93535,4,3,1909,510000
"1551 West Ave O 12 Palmdale",93551,5,4,4298,859500
"39812 Golfers Drive Palmdale",93551,5,3,3480,788000
"9237 Avenue Q12 E Littlerock Ca East Littlerock",93543,3,2,1282,464500
"22588 Ridge Line Road Diamond Bar",91765,1,1,17241,9888000
"2305 Alamo Heights Drive Diamond Bar",91765,7,7,10701,5990000
"5126 Cliff Rose Drive Palmdale",93552,4,3,2343,570000
"41924 30th Street West Palmdale",93551,4,3,2278,995000
"636 Radbury Place Diamond Bar",91765,4,3,2490,1588888
"1612 West 71st Street Los Angeles",90047,3,2,1181,690000
"8503 East Ave. J Lancaster",93535,4,2,2282,479000
"2628 Braided Mane Drive Diamond Bar",91765,5,6,5378,2380000
"20448 Pacific Coast Highway Malibu",90265,3,3,1490,4250000
"1440 Park Place San Marino",91108,5,7,7788,11300000
"2823 Water Course Drive Diamond Bar",91765,7,7,10351,4798000
"2808 Crystal Ridge Road Diamond Bar",91765,7,7,10322,5280000
"1390 Prospect Drive Pomona",91766,6,4,1455,2550000
"40059 Lloyds Court Palmdale",93551,4,3,2981,649000
"44910 12th Street East Lancaster",93535,4,3,1801,475000
"22826 Lazy Trail Road Diamond Bar",91765,6,6,7570,3799900
"40119 Pevero Court Palmdale",93551,4,2,2557,749900
"40127 Pevero Court Palmdale",93551,4,2,2557,749900
"40113 Pevero Court Palmdale",93551,4,2,2557,749900
"825 West Barrel Springs Road Palmdale",93551,3,3,3667,1350000
"45112 Colleen Drive Lancaster",93535,2,2,1055,380000
"744 East Ave J 11 Lancaster",93535,3,3,1855,469999
"36358 Lakepointe Lane Palmdale",93550,4,4,5036,1599999
"643 Esther Drive Lancaster",93535,3,3,1947,460000
"7263 East Ave F 8 Lancaster",93535,5,4,6630,2380000
"18105 East Avenue I Lancaster",93535,1,1,688,250000
"17746 Nearbank Drive Rowland Heights",91748,6,6,3427,1560000
"43857 Silver Bow Road Lancaster",93535,4,3,1829,440500
"2107 East Jackman Street Lancaster",93535,4,3,2660,556254
"2134 Jackman Street Lancaster",93535,4,3,2667,559138
"45417 Sancroft Avenue Lancaster",93535,4,2,1204,369900
"402 East Kildare Street Lancaster",93535,4,2,1248,355900
"2107 Desire Avenue Rowland Heights",91748,5,4,4428,3980000
"9585 East Ave H Lancaster",93535,4,3,2708,1200000
"45849 185th Street East Lancaster",93535,1,2,320,99000
"18105 Avenue I E Lancaster Ca East Lancaster",93535,1,1,688,250000
"18005 East Avenue I Lancaster",93535,2,2,1344,249888
"1055 El Medio Avenue Pacific Palisades",90272,3,2,2214,5795000
"4040 Woking Way Los Angeles",90027,3,2,2611,2825000
"2540 Hyler Avenue Los Angeles",90041,3,2,1352,1100000
"1508 Sanborn Avenue Los Angeles",90027,2,2,1647,1750000
"2380 Teviot Street Los Angeles",90039,3,2,2084,1800000
"1522 North Hoover Street Los Angeles",90027,3,3,1229,1458200
"143 South Avenue 64 Los Angeles",90042,2,1,651,850000
"3877 Franklin Avenue Los Angeles",90027,4,3,2026,2500000
"8000 Stewart Avenue Los Angeles",90045,3,1,1155,1405000
"1860 Chickasaw Avenue Los Angeles",90041,3,1,992,1278000
"1664 Redesdale Avenue Los Angeles",90026,4,3,2167,2600000
"2280 Panorama Terrace Los Angeles",90039,4,2,2244,3280000
"2412 Glendower Avenue Los Angeles",90027,4,3,2768,3955000
"4329 North Jimson Road Los Angeles",90041,3,3,1842,1057500
"4130 Garden Avenue Los Angeles",90039,2,1,1096,1550000
"3541 Division Street Los Angeles",90065,3,2,1791,1100000
"1721 Redcliff Street Los Angeles",90026,2,1,1253,2019000
"1831 Silent Era Drive Los Angeles",90026,2,3,1307,940000
"4811 Frieda Drive Los Angeles",90065,2,2,1547,1533750
"3540 Ashwood Avenue Los Angeles",90066,3,2,1508,2250000
"846 Silver Lake Boulevard Los Angeles",90026,2,2,1250,1310000
"3017 Scotland Street Los Angeles",90039,2,2,1431,2336500
"5152 Highland View Avenue Los Angeles",90041,2,2,1625,2050000
"12627 Rose Avenue Los Angeles",90066,3,2,1367,2077000
"4720 Vincent Avenue Los Angeles",90041,4,3,2206,2100000
"2471 Claremont Avenue Los Angeles",90027,5,6,5342,3269420
"729 Maltman Avenue Los Angeles",90026,3,2,1723,1690000
"1459 North Occidental Boulevard Los Angeles",90026,2,2,1398,1349000
"2009 North Oxford Avenue Los Angeles",90027,5,5,4103,3633000
"6078 Delphi Street Los Angeles",90042,2,1,856,733000
"5314 Mt Royal Drive Eagle Rock",90041,5,4,2970,2905000
"5200 Los Diegos Way Los Angeles",90027,4,3,2656,3930000
"1030 West Edgeware Road Los Angeles",90026,3,2,1454,1450000
"3450 Mountain View Avenue Los Angeles",90066,2,1,1380,3000000
"922 1/2 Maltman Avenue Los Angeles",90026,1,1,676,885000
"1332 Lucile Avenue Los Angeles",90026,2,1,1106,1165000
"12300 Marine Street Los Angeles",90066,3,1,1157,1850000
"12652 Woodgreen Street Los Angeles",90066,4,2,1598,1925000
"3549 Greenfield Avenue Los Angeles",90034,3,2,2050,1830000
"1716 Micheltorena Street Los Angeles",90026,4,3,3038,2700000
"17717 Revello Drive Pacific Palisades",90272,3,1,1907,3085000
"3717 Glenfeliz Boulevard Los Angeles",90039,4,3,1885,2515000
"3272 Mountain View Avenue Los Angeles",90066,4,2,2189,2227000
"6017 Delphi Street Highland Park",90042,3,2,1337,1200000
"4614 Townsend Avenue Los Angeles",90041,4,3,2817,2525000
"6836 Alta Loma Terrace Los Angeles",90068,2,1,1144,900000
"5838 Tobias Avenue Sherman Oaks",91411,2,1,785,965000
"2235 South Mansfield Avenue Los Angeles",90016,3,2,1212,980000
"1045 North Ave 51 Los Angeles",90042,3,2,1371,1325000
"6734 Woodrow Wilson Drive Los Angeles",90068,3,2,1562,925000
"3327 Cazador Street Los Angeles",90065,3,1,1198,965000
"2307 Lake Shore Avenue Los Angeles",90039,3,3,1718,1802645
"1611 North Harding Avenue Pasadena",91104,2,1,1260,1270000
"2680 Ivan Hill Terrace Los Angeles",90039,4,4,2598,1300000
"3933 Scandia Way Los Angeles",90065,4,2,1826,1605000
"2117 Vestal Avenue Los Angeles",90026,2,1,1326,1250000
"1629 Preston Lane Los Angeles",90026,3,3,1948,1450000
"1102 North Catalina Avenue Pasadena",91104,3,2,2032,1742899
"3154 Cadet Court Los Angeles",90068,2,2,1367,1450000
"3804 180th Place Torrance",90504,4,2,1536,1250000
"1851 Belmont Avenue Pasadena",91103,2,1,631,657000
"12548 Everglade Street Los Angeles",90066,4,3,2225,2575000
"5234 Monte Bonito Drive Los Angeles",90041,5,4,2849,2900000
"322 North Ave 53 Los Angeles",90042,3,3,1850,1555000
"6345 Deep Dell Place Los Angeles",90068,2,1,1083,1250000
"4402 West Ave 41 Los Angeles",90065,2,1,1368,1200000
"2508 Buckingham Road Los Angeles",90016,2,2,1138,1080000
