"address","zip_code","num_bed","num_bath","home_area","price"
"17814 Top Court Santa Clarita",91350,2,2,1679,864156
"3351 Nevada Avenue El Monte",91731,3,1,1521,743870
"3581 East 55th Street Maywood",90270,3,2,900,650000
"15624 South Frailey Avenue Compton",90221,3,2,1062,660000
"28827 Rise Court Santa Clarita",91350,2,2,1809,879900
"13918 Jersey Avenue Norwalk",90650,3,2,1722,785000
"31053 Hasley Canyon Road Castaic",91384,4,2,2297,900000
"11607 Wakeman Street Whittier",90606,3,2,1592,785000
"3164 Hampton Road Palmdale",93551,4,3,1983,553500
"13613 Thistle Avenue Norwalk",90650,2,1,768,700000
"10418 Molette Street Bellflower",90706,3,1,1580,850000
"4221 Alvada Street Lynwood",90262,3,2,1674,760000
"28724 Gunter Road Rancho Palos Verdes",90275,3,1,1596,960000
"20517 Martingale Place Saugus",91351,2,2,1935,675000
"1034 Don Ricardo Drive Arcadia",91006,3,3,3435,1900000
"730 East 102nd Street Los Angeles",90002,3,2,1357,690000
"415 South Amantha Avenue Compton",90220,3,1,1515,540000
"1216 East Barcelona Place Long Beach",90813,2,1,792,484850
"6736 Miramar Lane Palmdale",93551,4,3,3427,669500
"179 West 223rd Street Carson",90745,3,1,1232,712000
"1688 Yorktown Lane San Pedro",90732,3,2,1745,899990
"21742 Vera Street Carson",90745,4,3,1840,968950
"621 West 120th Street Los Angeles",90044,2,2,1345,530000
"3518 Sandstone Court Palmdale",93551,3,3,1967,500000
"3412 Heather Road Long Beach",90808,3,2,1753,1200000
"4009 Independence Avenue South Gate",90280,3,2,962,535000
"12422 Morning Avenue Downey",90242,4,2,1867,1100000
"1681 Yorktown Lane San Pedro",90732,3,2,1745,879990
"8908 Greenleaf Avenue Whittier",90602,5,3,1284,755000
"20714 Divonne Drive Walnut",91789,4,2,2189,1355000
"13859 Light Street Whittier",90605,3,1,1050,625000
"630 West 112th Street Los Angeles",90044,4,2,1902,750000
"3123 Regency Way Palmdale",93551,4,3,1983,530000
"10843 Olinda Street Sun Valley",91352,7,4,3088,1125000
"1777 Paseo Granada San Dimas",91773,3,3,2264,948000
"8026 Milna Avenue Whittier",90606,2,2,1290,736250
"29345 Hidden Oak Place Canyon Country",91387,4,2,2363,817000
"1115 Pillsbury Street Lancaster",93534,3,1,936,380000
"15723 Cameo Avenue Norwalk",90650,4,1,1535,650000
"1798 Polk Way Monterey Park",91755,3,2,1244,840000
"41638 Cielo Vista Drive, Unit M Palmdale",93551,4,4,3469,894000
"539 West Gladstone Street San Dimas",91773,3,3,2486,1190000
"15107 Flomar Drive Whittier",90603,3,1,1101,710000
"4852 Gondar Avenue Lakewood",90713,2,1,888,780000
"8914 Stanford Avenue Los Angeles",90002,2,2,552,525000
"1061 East Fondale Street Azusa",91702,4,2,1444,625000
"11207 Van Buren Avenue Los Angeles",90044,3,1,1498,615000
"12645 Amboy Avenue Sylmar",91342,3,2,1756,815000
"8104 Maxine Street Pico Rivera",90660,3,2,1438,720000
"8738 Amboy Avenue Sun Valley",91352,4,2,1648,775000
"12037 Rives Avenue Downey",90242,4,2,2481,1115000
"5018 Stevely Avenue Lakewood",90713,3,1,1192,805000
"1629 Derby Court Palmdale",93551,5,2,2256,520000
"415 Portola Street San Dimas",91773,3,2,2115,990000
"9345 Foster Road Downey",90242,3,2,1498,795000
"1583 Middleton Road San Dimas",91773,3,2,2066,1050000
"2226 Cll De Plata San Dimas",91773,4,3,2956,1395000
"7708 Stanford Avenue Los Angeles",90001,2,1,784,520000
"10153 Alburtis Avenue Santa Fe Springs",90670,2,1,1342,589000
"16213 Jersey Avenue Norwalk",90650,3,2,1578,840000
"2307 Rockrose Street Palmdale",93551,5,3,3211,612000
"8430 Winnetka Avenue, Unit 17 Winnetka",91306,2,2,1482,600000
"2127 Rio Grande Pomona",91766,4,3,1924,892604
"2845 Kansas Avenue South Gate",90280,2,1,871,590000
"11220 Hercules Street Norwalk",90650,4,2,1560,602500
"4949 Coldbrook Avenue Lakewood",90713,4,2,1734,835000
"20142 Baltar Street Winnetka",91306,4,2,1860,820000
"28524 Foothill Way Saugus",91350,4,3,2709,1201000
"1621 East Alaska Street West Covina",91791,5,3,1951,1100000
"39529 Rowan Court Palmdale",93551,4,1,1642,530000
"980 Ashfield Avenue Pomona",91767,3,2,1059,650000
"2629 Cloverdale Court Palmdale",93551,3,2,1494,483000
"14532 Ansford Street La Puente",91745,3,2,1100,660000
"1010 East Graves Avenue Monterey Park",91755,3,2,1108,850000
"3408 Woodruff Avenue Long Beach",90808,2,1,902,781000
"1709 East Balard Street Carson",90745,5,3,2216,840000
"228 East 90th Street Los Angeles",90003,3,2,1186,600000
"11509 San Pedro Street Los Angeles",90061,3,2,806,520000
"1912 Avenida Estudiante Rancho Palos Verdes",90275,3,2,1864,1360000
"666 West Duell Street Azusa",91702,1,1,492,635000
"228 East Floral Drive Monterey Park",91755,4,2,1700,925000
"13638 Dronfield Avenue Sylmar",91342,4,2,2002,815000
"8928 Cayuga Avenue Sun Valley",91352,4,4,2400,1063000
"423 East 118th Place Los Angeles",90061,2,1,1277,505000
"4989 East Ferro Street Long Beach",90815,4,2,2300,1262500
"229 West Commercial Street San Dimas",91773,4,3,1929,920000
"9937 Ceres Avenue Whittier",90604,3,2,1223,800000
"8815 Menlo Avenue Los Angeles",90044,4,2,1577,720000
"11407 Fredson Street Santa Fe Springs",90670,2,2,1416,590000
"722 East 80th Street Los Angeles",90001,2,1,1435,445000
"1704 East Killen Place Compton",90221,2,1,930,600000
"4142 V�a Padova Claremont",91711,2,2,2623,1375000
"1707 Whitehurst Drive Monterey Park",91755,3,2,1484,1037000
"8734 Vientos Drive Leona Valley",93551,2,2,1670,420000
"12434 Sonoma Drive Pacoima",91331,4,2,1861,670000
"233 West Glendon Way San Gabriel",91776,4,4,1895,1473000
"19123 Bechard Avenue Cerritos",90703,4,4,2914,1700000
"5243 Everington Street Commerce",90040,2,1,800,615000
"3050 Doolittle Avenue Arcadia",91006,3,2,1498,825000
"1342 West 17th Street San Pedro",90732,3,1,1678,1100000
"14922 Las Tunas Drive La Puente",91745,3,2,1908,1090000
"9903 Rufus Avenue Whittier",90605,3,1,1100,800000
"40901 Granite Street Palmdale",93551,4,3,2260,678888
"11523 Richeon Avenue Downey",90241,3,3,1316,940000
"4230 Marwick Avenue Lakewood",90713,3,2,1716,900000
"642 West Live Oak Avenue San Gabriel",91776,6,2,2102,1025000
"847 East 106th Street Los Angeles",90002,3,2,1230,575000
"41531 Ventana Drive Palmdale",93551,5,3,3014,747000
"356 Vista Bonita Street Azusa",91702,3,2,1273,790000
"32503 The Old Road Castaic",91384,4,2,2119,835000
"2301 Foxtail Drive Palmdale",93551,4,3,3211,660000
"1113 North Stimson Avenue La Puente",91744,4,3,2104,760000
"19317 Crossdale Avenue Cerritos",90703,4,2,1768,995000
"30546 San Martinez Road Val Verde",91384,4,1,1752,570000
"10320 San Jose Avenue South Gate",90280,3,2,1474,680000
"710 East 91st Street Los Angeles",90002,3,1,1566,749000
"27662 Faircliff Drive San Pedro",90732,4,3,2232,1254025
"1915 West 35th Street San Pedro",90732,3,2,2017,1760000
"39460 Middleton Street Palmdale",93551,4,3,2169,650000
"24821 Meadview Avenue Santa Clarita",91321,3,3,2290,700000
"14911 West Navarre Way Sylmar",91342,4,2,1574,718000
"1625 Brasada Lane San Dimas",91773,4,5,4715,2800000
"235 West 60th Street Los Angeles",90003,4,2,1500,670000
"28547 Haskell Canyon Road Saugus",91390,3,2,2084,900000
"1656 East 33rd Street Los Angeles",90011,3,1,832,400000
"9224 Leona Avenue Leona Valley",93551,4,3,2081,585000
"6112 Morrill Avenue Whittier",90606,2,1,969,497000
"3127 Wellington Drive Palmdale",93551,4,3,3217,585000
"811 East Norman Avenue Arcadia",91006,4,3,2626,1688888
"562 West Upland Avenue San Pedro",90731,4,3,1639,906000
"8814 Laurel Street Bellflower",90706,3,1,1021,745000
"1604 East Tucker Street Compton",90221,3,1,1192,615000
"111 East Angeleno Avenue San Gabriel",91776,3,2,1924,960000
"38902 Malva Rosa Drive Palmdale",93551,4,2,2207,703690
"736 West 9th Street Azusa",91702,2,2,808,550000
"1832 West Crestwood Street Rancho Palos Verdes",90275,3,2,1457,1115000
"12424 San Pedro Street Los Angeles",90061,2,1,1032,380000
"519 North Mayo Avenue Compton",90221,3,2,1281,660000
"5946 East The Toledo Long Beach",90803,3,2,1258,1495000
"229 South Butterfield Road West Covina",91791,5,4,2434,1100000
"14682 Forest Edge Drive Sylmar",91342,3,3,1884,685000
"13530 Bradley Avenue Sylmar",91342,4,2,1600,900000
"1614 West 21st Street San Pedro",90732,4,3,2254,1174000
"642 West Virginia Ann Drive Azusa",91702,3,2,1656,940000
"696 Lemon Swirl Drive Azusa",91702,4,5,3597,1560000
"43352 Edson Avenue Lancaster",93536,3,2,1026,350000
"1326 North Deborah Avenue Azusa",91702,4,2,1620,775000
"12122 V�a Santa Barbara Sylmar",91342,3,3,1364,715000
"36260 82nd Street East Littlerock",93543,2,1,1743,465000
"5419 Coldbrook Avenue Lakewood",90713,4,2,1852,945000
"13900 Pickadilly Place Sylmar",91342,4,2,2505,1130000
"14221 La Forge Street Whittier",90605,3,1,1045,635000
"41240 Laidlaw Lane Palmdale",93551,3,2,1876,560000
"936 Coriolanus Drive Monterey Park",91755,3,2,1332,845000
"928 Lotus Circle San Dimas",91773,3,2,1792,710000
"6345 Cardale Street Lakewood",90713,4,3,1564,920000
"728 South Walnut Avenue San Dimas",91773,4,4,5088,2525000
"27131 Manor Circle Valencia",91354,3,2,1714,805000
"1737 Rodeo Road Arcadia",91006,6,5,4947,2890000
"12253 North Lima Way Sylmar",91342,4,2,1574,701000
"991 West Channel Street San Pedro",90732,3,2,2182,1060000
"3525 Hope Street Huntington Park",90255,4,3,1408,745000
"27731 Grandview Way San Pedro",90732,4,3,1874,1015521
"9862 Calmada Avenue Whittier",90605,2,2,1056,725000
"2026 Lucas Street San Fernando",91340,4,2,2140,692100
"12101 V�a Santa Barbara Sylmar",91342,4,3,2394,905000
"1513 Ave P-6 Palmdale",93551,4,2,2728,590000
"6102 Henrilee Street Lakewood",90713,3,1,1658,905000
"968 Lincoln Avenue Pomona",91767,3,2,2331,890000
"2711 Norton Avenue Lynwood",90262,3,1,836,575000
"8407 Lyndora Street Downey",90242,3,1,1107,710000
"39331 Kennedy Drive Palmdale",93551,3,3,2916,650000
"138 North San Gabriel Avenue Azusa",91702,4,2,2476,865000
"1185 West Crestwood Avenue San Pedro",90732,2,2,1302,835000
"29200 Snapdragon Place Canyon Country",91387,5,3,2080,799000
"27508 Skylily Way San Pedro",90732,4,3,2287,1349153
"1990 Lemon Avenue Long Beach",90806,3,3,1110,760000
"13134 Rainier Avenue Whittier",90605,3,1,1123,680000
"25917 San Clemente Drive Newhall",91321,3,2,1272,785000
"22602 Anchor Avenue Carson",90745,4,2,1574,677000
"1638 Hornet Drive San Pedro",90732,4,3,1873,988060
"13909 Mountain View Place Sylmar",91342,5,3,2497,1115000
"2218 East 64th Street Long Beach",90805,3,1,1120,730000
"1675 Yorktown Lane San Pedro",90732,4,3,1843,985190
"1124 East 103rd Street Los Angeles",90002,2,1,700,515000
"421 East 41st Street Los Angeles",90011,4,2,1274,392000
"12320 Moline Drive Whittier",90604,3,1,1114,811000
"621 Greycliff Avenue La Puente",91744,3,1,1006,445000
"1455 North Warren Avenue Long Beach",90813,3,1,1267,645000
"19221 Pires Avenue Cerritos",90703,4,2,2000,675000
"4329 Conquista Avenue Lakewood",90713,3,1,1528,880000
"17012 East Benbow Street Covina",91722,3,1,964,600000
"23950 Rancho Court Valencia",91354,4,3,2815,1065000
"9029 Pocono Court Pico Rivera",90660,3,2,1522,826500
"754 East 94th Street Los Angeles",90002,3,1,893,610000
"12125 Anderberg Avenue Downey",90242,3,1,1196,763000
"75 West Le Roy Avenue Arcadia",91007,4,3,2551,1700088
"6908 North Vista Street San Gabriel",91775,4,4,3113,2480000
"849 Bradshawe Street Montebello",90640,3,2,2036,685000
"13542 Polk Street Sylmar",91342,4,3,2007,879000
"942 South Ramona Street San Gabriel",91776,4,4,2379,1545000
"2161 Grandeur Drive San Pedro",90732,4,2,2297,1610000
"14514 Keese Drive Whittier",90604,3,1,1045,785000
"9249 East Ave T Littlerock",93543,3,1,2212,399000
"106 East 94th Street Los Angeles",90003,3,1,700,515000
"5314 Ave M 2 W Lancaster Ca West Lancaster",93536,3,2,1654,599999
"844 East 222nd Street Carson",90745,4,3,1891,700000
"7936 Lake Knoll Drive Rosemead",91770,3,2,1346,635000
"1152 West 125th Street Los Angeles",90044,3,2,1356,690000
"14538 Atlantic Avenue Compton",90221,3,2,1548,670000
"1670 East 43rd Street Los Angeles",90011,2,2,748,390000
"10942 Penrose Street Sun Valley",91352,6,2,1180,860000
"21125 Bolsa Street Carson",90745,3,3,1515,830000
"4842 Ocana Avenue Lakewood",90713,3,2,1556,830000
"16107 South Bradfield Avenue Compton",90221,3,1,1658,635000
"11956 165th Street Norwalk",90650,4,2,1308,750000
"477 30th Street Manhattan Beach",90266,4,2,1791,3866000
"3531 North El Dorado Drive Long Beach",90808,4,2,1710,1035000
"15448 Bledsoe Street Sylmar",91342,5,3,2027,950000
"13122 Volunteer Avenue Norwalk",90650,2,1,749,598000
"16233 Indiana Avenue Paramount",90723,3,2,1472,810000
"12337 Horley Avenue Downey",90242,2,1,987,731000
"2109 Willowbrook Avenue Palmdale",93551,4,3,2081,447000
"3630 East Josephine Court Compton",90221,3,2,1573,710000
"13447 Glenwood Drive Sylmar",91342,4,3,3768,1500000
"10461 Boxwood Terrace Santa Fe Springs",90670,4,3,3151,1349900
"5522 Bayridge Road Rancho Palos Verdes",90275,3,1,1589,1587000
"39123 Dunbar Street Palmdale",93551,5,3,2994,755000
"229 North Huntington Avenue Monterey Park",91754,4,3,3144,1520000
"3260 Val Verde Avenue Long Beach",90808,5,3,2652,1225000
"3209 Twincreek Avenue Palmdale",93551,3,2,1414,485000
"4742 Conquista Avenue Lakewood",90713,2,2,1401,850000
"10340 Corley Drive Whittier",90604,3,2,1405,835000
"24103 Joshua Drive Santa Clarita",91354,3,2,1920,775000
"7003 North Vista Street San Gabriel",91775,5,3,3661,2315000
"1254 West 59th Street Los Angeles",90044,3,1,1180,655000
"39301 Stirrup Court Palmdale",93551,4,3,2731,705000
"9635 East Ave Q2 Palmdale",93591,3,2,1150,350000
"137 East 119th Street Los Angeles",90061,2,1,936,510000
"23100 Valley Circle Boulevard Chatsworth",91311,3,2,1390,550000
"27723 Faircliff Drive San Pedro",90732,4,3,2057,1067930
"41864 Cabo Court Palmdale",93551,5,4,4088,795000
"5818 Painter Avenue Whittier",90601,7,4,4617,1800000
"22015 Crestline Trail Saugus",91390,5,3,2897,1175000
"3660 Monica Avenue Long Beach",90808,3,1,1120,825000
"11836 Hercules Street Norwalk",90650,3,2,1286,755000
"917 West 70th Street Los Angeles",90044,3,1,1300,625000
"29309 Florabunda Road Santa Clarita",91387,3,2,1222,475000
"13603 Barlin Avenue Downey",90242,3,2,1739,740000
"1641 East 50th Place Los Angeles",90011,1,1,716,241000
"28509 Damson Lane Canyon Country",91351,5,4,2473,1049900
"32838 The Old Road Castaic",91384,4,3,2732,939000
"1256 West 64th Street Los Angeles",90044,3,2,1156,689999
"3102 Monogram Avenue Long Beach",90808,3,2,1552,975000
"356 4th Avenue La Puente",91746,3,2,1366,1390000
"27547 Edgemont San Pedro Ca San Pedro",90732,5,5,3540,1580000
"12621 Highdale Street Norwalk",90650,3,1,914,572000
"7820 Chatfield Avenue Whittier",90606,1,1,600,680000
"9934 Noyes Street Whittier",90601,3,1,1200,688000
"1223 East 96th Street Los Angeles",90002,3,1,1129,569999
"3542 Graysby Avenue San Pedro",90732,3,4,3875,1803670
"9608 Budlong Avenue Los Angeles",90044,2,2,696,560000
"1725 North Marine Avenue Wilmington",90744,3,1,1330,740000
"11522 Moonridge Road Whittier",90601,5,3,2698,1255000
"13443 Bradley Avenue Sylmar",91342,4,3,2535,700000
"4102 Lynd Avenue Arcadia",91006,2,1,1050,700000
"727 East 89th Street Los Angeles",90002,2,1,1132,466000
"23551 Chatfield Way Valencia",91354,3,2,1246,840000
"27898 Skycrest Cir Drive Valencia",91354,3,2,1289,805000
"227 East El Segundo Boulevard Los Angeles",90061,3,3,1149,630000
"816 South Citrus Street West Covina",91791,5,4,2992,1250000
"1621 Vermont Place Pomona",91768,3,3,1857,833000
"1218 West 93rd Street Los Angeles",90044,8,2,2143,750000
"1023 Molinar Avenue La Puente",91744,4,2,1220,736000
"16146 High Tor Drive Hacienda Heights",91745,4,3,2722,1138000
"732 East Foothill Boulevard Glendora",91741,4,2,2162,819000
"10031 Hunt Avenue South Gate",90280,3,2,2292,865000
"8835 Ben Hur Avenue Whittier",90605,4,3,2355,1375000
"10823 Dorland Drive Whittier",90606,3,1,1088,675000
"1025 South 2nd Avenue Arcadia",91006,4,2,1527,1755000
"1129 East 103rd Street Los Angeles",90002,3,2,1648,560000
"24057 Whitewater Drive Valencia",91354,3,3,1804,755000
"13260 Gladstone Avenue Sylmar",91342,5,3,2373,1100000
"1135 East 89th Street Los Angeles",90002,2,1,1116,565000
"28425 Old Spgs Road Castaic",91384,5,5,4156,1518900
"26410 Gimlet Drive Newhall",91321,4,1,1488,815000
"2419 Lennox Street Pomona",91767,4,2,1275,575000
"5762 Expedition Way Palmdale",93552,5,3,2736,610000
"314 West 91st Street Los Angeles",90003,2,1,844,555000
"1931 Olympus Avenue Hacienda Heights",91745,4,2,1635,805000
"108 Zorana Place San Pedro",90732,3,1,1508,1066000
"28214 Royal Road Castaic",91384,3,2,1319,741000
"1129 East Blue Drive West Covina",91790,3,2,1564,870000
"1218 Date Palm Drive Palmdale",93551,4,2,1871,521000
"6339 Bigelow Street Lakewood",90713,3,2,1108,720000
"8818 Andes Street San Gabriel",91776,4,3,1978,980000
"1401 South Castlegate Avenue Compton",90221,2,1,1015,640000
"319 East Newman Avenue Arcadia",91006,5,3,3132,2018000
"26873 Cuatro Milpas Street Valencia",91354,3,2,1529,760000
"6208 Pioneer Boulevard Whittier",90606,3,1,998,710000
"1837 Dawnridge Court Palmdale",93551,3,2,1891,520000
"1604 Meserve Street Pomona",91766,3,1,1154,640000
"27026 Las Mananitas Drive Valencia",91354,4,2,1637,862000
"11662 Arkansas Street Artesia",90701,4,1,1424,725000
"8340 East Hendrie Street Long Beach",90808,4,2,1440,954000
"27111 Yearling Lane Saugus",91351,3,3,2507,825000
"37216 95th Street East Littlerock",93543,4,2,1771,420000
"3741 Winston Drive El Monte",91731,4,1,1725,890000
"3132 Norton Avenue Lynwood",90262,2,1,890,547000
"15751 Creswick Drive La Mirada",90638,3,3,2118,1055000
"6103 Candor Street Lakewood",90713,3,2,1259,610000
"43122 Sunny Lane Lancaster",93536,3,2,1549,464000
"4703 Canehill Avenue Lakewood",90713,3,1,1076,810000
"12880 Bromont Avenue San Fernando",91340,3,2,1563,800000
"14748 Glenn Drive Whittier",90604,4,2,1972,815000
"27715 Ranch View Place Valencia",91381,3,3,2408,890000
"4702 Dunrobin Avenue Lakewood",90713,3,1,1082,850000
"2594 Ann Arbor Avenue Pomona",91766,4,2,1320,690000
"19069 Merryweather Drive Canyon Country",91351,5,4,2784,1170000
"519 South Meadow Road West Covina",91791,4,2,1954,212500
"1045 Frigate Avenue Wilmington",90744,3,2,1016,742000
"5030 East 60th Place Maywood",90270,2,1,916,590000
"3868 West 109th Street Inglewood",90303,3,1,1054,710000
"1629 East 215th Place Carson",90745,4,2,1225,720000
"14702 Thornlake Avenue Norwalk",90650,2,1,756,575000
"840 1/2 West Gage Avenue Los Angeles",90044,1,1,450,440000
"840 West Gage Avenue Los Angeles",90044,1,1,450,440000
"22 Cabrillo Road Arcadia",91007,3,2,2135,1850000
"1601 Rolling Greens Way Whittier",90601,4,2,2340,937000
"16712 South Pannes Avenue Compton",90221,3,1,1155,650000
"7319 Lionel Street Paramount",90723,6,5,3501,735000
"331 East Newmark Avenue Monterey Park",91755,3,3,1936,1020000
"8764 Zamora Avenue Los Angeles",90002,2,1,992,400000
"18825 Felbridge Street Santa Clarita",91351,3,1,1080,665000
"10720 Kalmia Street Los Angeles",90059,3,1,1003,619900
"1033 West 120th Street Los Angeles",90044,3,2,1322,745000
"9303 Georgia Way Chatsworth",91311,4,3,2234,999000
"426 West Bencamp Street San Gabriel",91776,5,3,1560,960000
"625 East Lincoln Street Carson",90745,3,2,1555,760000
"127 West 59th Place Los Angeles",90003,2,1,936,550000
"7405 Via Lorado Rancho Palos Verdes",90275,4,3,2000,2500000
"27022 Evening Sky Place Valencia",91381,3,3,1560,754000
"8724 Ivy Street Los Angeles",90002,3,1,834,458888
"2656 South 10th Avenue Arcadia",91006,3,3,2326,1000000
"510 West G Street Wilmington",90744,3,2,1368,654000
"5422 Tyler Avenue Arcadia",91006,3,1,1023,902000
"17602 Elaine Avenue Artesia",90701,3,1,752,750000
"5600 Hubbard Road Acton",93510,3,2,1656,335000
"13527 Close Street Whittier",90605,3,2,1399,730000
"3011 Cudahy Street Huntington Park",90255,3,2,1436,650000
"40051 72nd Street West Leona Valley",93551,5,3,2200,585000
"200 West 107th Street Los Angeles",90061,3,3,1300,585000
"4045 L-6 Avenue West Quartz Hill",93536,3,2,1796,550000
"1322 West 3rd Street San Pedro",90732,4,1,1502,977000
"4323 Radnor Avenue Lakewood",90713,3,1,1578,845000
"28869 Deodar Place Saugus",91390,3,2,1375,775000
"1818 Canyon Oaks Lane San Dimas",91773,4,4,5110,4530546
"1667 Brasada Lane San Dimas",91773,6,6,4748,4129321
"9029 Wildwood Avenue Sun Valley",91352,2,2,1713,500000
"1221 Hillmar Drive Diamond Bar",91765,4,2,2050,1880000
"12040 Longvale Avenue Lynwood",90262,3,2,1400,760000
"8902 Greenleaf Avenue Whittier",90602,3,2,1354,535000
"360 Morningside Terrace Palmdale",93551,6,2,2394,570000
"1227 Stone Creek Road San Dimas",91773,3,2,1389,645000
"1127 West 70th Street Los Angeles",90044,3,2,1576,700000
"9833 East Ave S-14 Littlerock",93543,3,2,1275,352000
"9833 East E Avenue Littlerock",93543,3,2,1275,352000
"27820 Ferguson Drive Castaic",91384,3,2,1228,640000
"16720 South Thorson Avenue Compton",90221,3,1,1202,675000
"1426 Gulf Avenue Wilmington",90744,2,1,728,670000
"15221 Elmbrook Drive La Mirada",90638,4,2,1357,911000
"423 West 63rd Place Los Angeles",90003,2,1,572,503000
"38924 Malva Rosa Drive Palmdale",93551,5,4,4266,854990
"1530 West Grand Avenue Pomona",91766,3,1,1164,615000
"8517 Santa Fe Springs Road Whittier",90606,3,1,1678,799000
"665 Hendrix Avenue Claremont",91711,3,1,1181,705000
"28513 Foothill Way Canyon Country",91350,5,3,2709,970000
"10644 Avonbury Avenue Whittier",90603,3,1,1290,815000
"535 Desert Willow Road Azusa",91702,6,6,3660,1365000
"44004 Camellia Street Lancaster",93535,3,3,2208,490000
"9543 La Docena Lane Pico Rivera",90660,2,2,1686,620000
"5000 Stewart Avenue Baldwin Park",91706,3,2,1344,745000
"Cielo Vista Dr Vic Avenue, Unit M Palmdale",93551,4,3,3043,850000
"6563 Kansas Avenue Los Angeles",90044,2,1,652,475000
"4903 Mamie Avenue Lakewood",90713,2,1,1307,800000
"1310 Poindexter Street Los Angeles",90044,3,2,1209,576000
"16021 Milvern Drive Whittier",90604,4,1,1700,750000
"1359 West 15th Street San Pedro",90732,2,2,1732,980000
"10822 Monte Vista Drive Whittier",90601,2,2,1104,805000
"1227 East Ave Q13 Palmdale",93550,4,3,2062,499000
"619 South Thorson Avenue Compton",90221,3,1,973,641500
"1911 East San Vincente Street Compton",90221,3,2,1106,680000
"8481 Rincon Avenue Sun Valley",91352,2,1,838,485000
"628 East 55th Street Los Angeles",90011,4,2,1026,630000
"10831 Telechron Avenue Whittier",90605,3,0,1112,664500
"605 West Road La Habra Heights",90631,3,2,1866,1000000
"8731 Cranford Avenue Sun Valley",91352,3,3,1440,950000
"12118 163rd Street Norwalk",90650,2,1,801,630000
"10617 E Avenue South Littlerock",93543,3,2,1890,330000
"13723 Sproule Avenue Sylmar",91342,6,3,1834,700000
"10555 La Cima Drive Whittier",90603,3,2,1448,830000
"7025 King Avenue Bell",90201,3,2,1721,815000
"229 West 87th Street Los Angeles",90003,3,2,1150,640000
"8323 Jackson Street Paramount",90723,4,3,3788,1162000
"9655 Mills Avenue Whittier",90604,3,2,1034,800000
"23761 Forest View Court Valencia",91354,2,2,1693,830000
"481 North Garsden Avenue Covina",91724,4,2,1828,985000
"10234 Hatton Court Sun Valley",91352,3,1,1248,999000
"24327 La Montura Drive Valencia",91354,4,2,2706,975000
"1218 West 99th Street Los Angeles",90044,2,1,908,565000
"1773 El Rey Road San Pedro",90732,4,2,1972,1169000
"9669 Bert Street Pico Rivera",90660,3,2,1428,838000
"2331 Ransom Street Commerce",90040,2,1,968,700000
"27444 Trail Ridge Road Canyon Country",91387,4,5,4600,1125000
"11907 Susan Avenue Downey",90242,4,2,1398,840000
"305 South Gardenglen Street West Covina",91790,4,3,1502,856000
"4562 Iroquois Avenue Lakewood",90713,3,1,1082,765000
"4735 West Ave K 10 Lancaster",93536,3,1,1088,445000
"12402 Orange Drive Whittier",90601,2,1,988,763000
"20808 Starshine Road Walnut",91789,4,3,2243,1405000
"6058 Newlin Avenue Whittier",90601,3,2,1642,840000
"2733 East Van Buren Street Carson",90810,3,1,920,607000
"18901 Watson Avenue Cerritos",90703,4,2,1835,1165000
"19003 Martha Avenue Cerritos",90703,4,3,2160,1226000
"4119 East Ave Q11 Palmdale",93552,3,2,1546,480000
"230 East Avenue R4 Palmdale",93550,3,2,2300,510000
"23490 Wildwood Canyon Road Newhall",91321,4,4,3858,1931525
"1566 Walnut Leaf Drive Walnut",91789,3,2,1590,986000
"5314 West Ave M 2 Quartz Hill",93536,3,2,1654,599999
"11230 Studebaker Road Norwalk",90650,4,2,1786,700000
"3783 Albury Avenue Long Beach",90808,2,2,1621,489500
"10113 Overest Avenue Whittier",90605,3,2,1410,627500
"325 North Trotwood Avenue San Pedro",90732,3,1,1705,940500
"1375 West 12th Street San Pedro",90732,2,1,884,665000
"10505 East Ave R 14 Littlerock",93543,3,2,1728,320000
"16508 Rushford Street Whittier",90603,3,1,1686,915000
"31919 Sapphire Lane Castaic",91384,3,2,1536,585000
"944 Appalachian Claremont",91711,5,5,5556,2270000
"617 South Chester Avenue Compton",90221,4,3,2282,630000
"1249 East 150th Street Compton",90220,2,1,896,550000
"637 Santa Paula Court San Dimas",91773,2,1,1092,615000
"12 Rainbow Ridge Road Phillips Ranch",91766,3,2,1817,873000
"14308 South Cookacre Street Compton",90221,2,1,872,426000
"1235 East 87th Street Los Angeles",90002,2,1,900,513500
"2616 East 218th Place Long Beach",90810,3,3,2038,790000
"12344 Ashworth Place Cerritos",90703,4,2,1520,955000
"8492 Millergrove Drive Whittier",90606,4,2,1578,770000
"43873 42nd Street West Lancaster",93536,4,3,2996,590000
"426 Columbia Road Arcadia",91007,3,2,2110,1710000
"12334 212th Street Hawaiian Gardens",90716,3,1,920,595000
"974 Gleneagles Avenue Pomona",91768,3,2,1233,698000
"12240 211th Street Hawaiian Gardens",90716,3,1,868,615000
"28944 Shadow Valley Lane Saugus",91390,3,2,1906,800000
"2226 Wilma Avenue Commerce",90040,2,1,834,670000
"12027 Edderton Avenue Whittier",90604,3,1,1045,810000
"3765 San Anseline Avenue Long Beach",90808,3,2,1518,721000
"5326 Adele Avenue Whittier",90601,3,3,2105,930000
"23839 Laurelwood Lane Valencia",91354,4,2,1588,830000
"16218 South Caress Avenue Compton",90221,3,2,1511,650000
"1708 El Rey Road San Pedro",90732,3,2,2033,1375000
